¿Noticia reportada por ambos medios?,Sitio web,Fecha de publicación,Diario,Seccion,Subsección,Título,Concordancias halladas en el texto,Estados referidos,Versión
,http://www.jornada.unam.mx/2017/04/01/estados/025n2est,01/04/2017,LaJornada,estados,,Reportan varios heridos y detenidos por desalojo carretero en Sonora. Transportistas bloquearon para exigir devolución de sus concesiones. ,manifestación | demanda | bloqueo,Sonora/,impresa
Sí,http://www.eluniversal.com.mx/articulo/estados/2017/04/1/desalojan-manifestantes-con-gas-lacrimogeno,01/04/2017,ElUniversal,estados,,Desalojan a manifestantes con gas lacrimógeno,manifestación | bloqueo | protesta,Sonora/,digital
,http://www.jornada.unam.mx/2017/04/02/estados/025n1est,02/04/2017,LaJornada,estados,,Liberan a 37 detenidos por bloquear carretera en Sonora. El viernes protestaban para exigir devolución de concesiones de transporte. ,manifestación | protesta | bloqueo,Sonora/,impresa
Sí,http://www.eluniversal.com.mx/articulo/estados/2017/04/3/trabajadores-de-la-universidad-de-sonora-realizan-paro-de-labores,03/04/2017,ElUniversal,estados,,Trabajadores de la Universidad de Sonora realizan paro de labores,paro de labores | marcha,Sonora/,digital
,http://www.jornada.unam.mx/ultimas/2017/04/03/sindicalizados-cierran-campus-de-unison,03/04/2017,LaJornada,ultimas,estados,Sindicalizados cierran campus de Unison,huelga,Sonora/,digital
,http://www.eluniversal.com.mx/articulo/estados/2017/04/4/piden-sindicatos-de-universidad-de-sonora-apoyo-para-no-estallar-en,04/04/2017,ElUniversal,estados,,Piden sindicatos de Universidad de Sonora apoyo para no estallar en huelga,manifestación | demanda | protesta | huelga,Sonora/,digital
Sí,http://www.eluniversal.com.mx/articulo/estados/2017/04/4/toman-mineros-junta-federal-de-conciliacion-y-arbitraje-en-hermosillo,04/04/2017,ElUniversal,estados,,Toman mineros Junta Federal de Conciliación y Arbitraje en Hermosillo,protesta | demanda | bloqueo | huelga,Sonora/,digital
,http://www.jornada.unam.mx/2017/04/05/estados/028n1est,05/04/2017,LaJornada,estados,,Paro de personal de limpia en hospitales públicos de Sonora. Les deben cuatro quincenas; empresa aduce que el gobierno estatal no le ha pagado. El secretario de Salud reconoce dificultades para cubrir adeudos a proveedores de servicios Médicos organizan colectas para ayudar a intendentes Reportan desabasto de medicamentos. ,demanda | protesta,Sonora/,impresa
,http://www.jornada.unam.mx/2017/04/05/estados/030n4est,05/04/2017,LaJornada,estados,,Exigen destrabar huelga en Sonora. ,demanda | bloqueo | huelga,Sonora/,impresa
,http://www.eluniversal.com.mx/articulo/estados/2017/04/8/sacan-trapitos-del-rector-de-la-universidad-de-sonora?fb_comment_id=1544991958879609_1545744095471062,08/04/2017,ElUniversal,estados,,Sacan trapitos del rector de la Universidad de Sonora,paro de labores | demanda,Sonora/,digital
,http://www.eluniversal.com.mx/articulo/estados/2017/04/19/gobierno-recupera-control-de-caseta-de-cobro-en-hermosillo,19/04/2017,ElUniversal,estados,,Gobierno recupera control de caseta de cobro en Hermosillo,manifestación | protesta,Sonora/,digital
,http://www.jornada.unam.mx/ultimas/2017/04/25/realizan-huelga-de-hambre-por-subsidio-a-la-tarifa-de-electricidad-en-sonora,25/04/2017,LaJornada,ultimas,estados,Con huelga de hambre exigen subsidio a tarifas eléctricas en Sonora,huelga | protesta | manifestación | marcha | demanda,Sonora/,digital
,http://www.jornada.unam.mx/2017/04/27/estados/026n2est,27/04/2017,LaJornada,estados,,Dos sonorenses cumplen 10 días en ayuno por altas tarifas de CFE. ,manifestación | protesta | demanda | huelga | marcha,Sonora/,impresa
Sí,http://www.eluniversal.com.mx/articulo/estados/2017/04/24/tabasco-garantiza-seguridad-tras-paro-de-policias,24/04/2017,ElUniversal,estados,,Tabasco garantiza seguridad tras paro de policías,paro de labores | protesta | manifestación | toma de lugares,Tabasco/,digital
,http://www.jornada.unam.mx/ultimas/2017/04/24/policias-realizan-paro-de-labores-en-tabasco,24/04/2017,LaJornada,ultimas,estados,Policías realizan paro de labores en Tabasco,manifestación | paro de labores | demanda,Tabasco/,digital
,http://www.jornada.unam.mx/ultimas/2017/04/27/policias-levantan-paro-de-labores-en-tabasco,27/04/2017,LaJornada,ultimas,estados,Policías levantan paro de labores en Tabasco,manifestación | toma de lugares | paro de labores | demanda,Tabasco/,digital
,http://www.eluniversal.com.mx/articulo/estados/2017/04/29/recuperan-autoridades-edificio-de-la-ssp-en-tabasco,29/04/2017,ElUniversal,estados,,Recuperan autoridades edificio de la SSP en Tabasco,toma de lugares | manifestación,Tabasco/,digital
,http://www.eluniversal.com.mx/articulo/estados/2017/04/3/microbuseros-exigen-aumento-de-tarifa-en-ciudad-victoria,03/04/2017,ElUniversal,estados,,Microbuseros exigen aumento de tarifa en Ciudad Victoria,protesta | caravana,Tamaulipas/,digital
Sí,http://www.eluniversal.com.mx/articulo/nacion/sociedad/2017/04/8/cubanos-varados-en-mexico-piden-entrar-eu?fb_comment_id=1020965894671773_1020998088001887,08/04/2017,ElUniversal,nacion,sociedad,Cubanos varados en México piden entrar a EU,manifestación,Tamaulipas/,digital
,http://www.jornada.unam.mx/2017/04/09/politica/013n3pol,09/04/2017,LaJornada,politica,,"Cubanos protestan en Nuevo Laredo en demanda de definición de EU. Un grupo intentó cruzar la frontera, pero se le bloqueó el paso. ",protesta | bloqueo | demanda,Tamaulipas/,impresa
,http://www.eluniversal.com.mx/articulo/nacion/politica/2017/04/23/ni-perdon-ni-olvido-reclaman-familiares-de-desaparecidos,23/04/2017,ElUniversal,nacion,politica,"Ni perdón ni olvido, reclaman familiares de desaparecidos",manifestación,Tamaulipas/,digital
,http://www.jornada.unam.mx/2017/04/01/politica/010n2pol,01/04/2017,LaJornada,politica,,"Protestan por sentencias absurdas , como la emitida en favor de un Porky. Jóvenes que apoyan a Daphne se manifestaron en el CJF. ",manifestación | protesta,Veracruz/,impresa
,http://www.eluniversal.com.mx/articulo/estados/2017/04/3/trabajadores-protestan-contra-yunes-por-falta-de-pagos,03/04/2017,ElUniversal,estados,,Trabajadores protestan contra Yunes por falta de pagos,toma de lugares | protesta | manifestación,Veracruz/,digital
,http://www.jornada.unam.mx/2017/04/23/politica/008n1pol,23/04/2017,LaJornada,politica,,Protestan contra Javier Duarte cuatro madres de desaparecidos. Exigen la pronta extradición del ex gobernador. Debes miles de muertes y ausencias en Veracruz. ,manifestación,Veracruz/,impresa
,http://www.jornada.unam.mx/2017/04/27/estados/026n1est,27/04/2017,LaJornada,estados,,Cita PGR a ejidatarios opositores a proyecto de Odebrecht en Veracruz. Los acusan de despojo ante el fuero federal; mantienen campamento contra una presa. El grupo de Javier Duarte de Ochoa está moviendo sus influencias para sacar adelante las obras: abogado Explotación del río Jalcomulco para abastecer a Xalapa divide a pobladores. ,campamento | demanda,Veracruz/,impresa
,http://www.eluniversal.com.mx/articulo/estados/2017/04/1/realizan-marcha-silenciosa-por-el-asesinato-de-emma-gabriela-en-merida,01/04/2017,ElUniversal,estados,,Realizan marcha silenciosa por el asesinato de Emma Gabriela en Mérida,protesta | demanda | plantón | manifestación | marcha,Yucatán/,digital
,http://www.eluniversal.com.mx/articulo/estados/2017/04/3/indigente-protesta-desnudo-en-plaza-de-merida,03/04/2017,ElUniversal,estados,,Indigente protesta desnudo en plaza de Mérida,protesta,Yucatán/,digital
